/Users/davka/data/IMG/center_2019_02_21_13_09_41_736.jpg, /Users/davka/data/IMG/left_2019_02_21_13_09_41_736.jpg, /Users/davka/data/IMG/right_2019_02_21_13_09_41_736.jpg, 0, 0, 0, 6.511604E-05
/Users/davka/data/IMG/center_2019_02_21_13_09_41_852.jpg, /Users/davka/data/IMG/left_2019_02_21_13_09_41_852.jpg, /Users/davka/data/IMG/right_2019_02_21_13_09_41_852.jpg, 0, 0, 0, 6.486778E-05
/Users/davka/data/IMG/center_2019_02_21_13_09_41_969.jpg, /Users/davka/data/IMG/left_2019_02_21_13_09_41_969.jpg, /Users/davka/data/IMG/right_2019_02_21_13_09_41_969.jpg, 0, 0, 0, 6.871357E-05
/Users/davka/data/IMG/center_2019_02_21_13_09_42_086.jpg, /Users/davka/data/IMG/left_2019_02_21_13_09_42_086.jpg, /Users/davka/data/IMG/right_2019_02_21_13_09_42_086.jpg, 0, 0, 0, 6.43539E-05
/Users/davka/data/IMG/center_2019_02_21_13_09_42_187.jpg, /Users/davka/data/IMG/left_2019_02_21_13_09_42_187.jpg, /Users/davka/data/IMG/right_2019_02_21_13_09_42_187.jpg, 0, 0, 0, 6.557608E-05
/Users/davka/data/IMG/center_2019_02_21_13_09_42_287.jpg, /Users/davka/data/IMG/left_2019_02_21_13_09_42_287.jpg, /Users/davka/data/IMG/right_2019_02_21_13_09_42_287.jpg, 0, 0, 0, 6.722414E-05
/Users/davka/data/IMG/center_2019_02_21_13_09_42_391.jpg, /Users/davka/data/IMG/left_2019_02_21_13_09_42_391.jpg, /Users/davka/data/IMG/right_2019_02_21_13_09_42_391.jpg, 0, 0, 0, 6.52118E-05
/Users/davka/data/IMG/center_2019_02_21_13_09_42_501.jpg, /Users/davka/data/IMG/left_2019_02_21_13_09_42_501.jpg, /Users/davka/data/IMG/right_2019_02_21_13_09_42_501.jpg, 0, 0, 0, 6.44298E-05
/Users/davka/data/IMG/center_2019_02_21_13_09_42_603.jpg, /Users/davka/data/IMG/left_2019_02_21_13_09_42_603.jpg, /Users/davka/data/IMG/right_2019_02_21_13_09_42_603.jpg, 0, 0, 0, 6.644684E-05
/Users/davka/data/IMG/center_2019_02_21_13_09_42_720.jpg, /Users/davka/data/IMG/left_2019_02_21_13_09_42_720.jpg, /Users/davka/data/IMG/right_2019_02_21_13_09_42_720.jpg, 0, 0, 0, 6.399568E-05
